project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone,variables
cg_cfe_04,geothermal,03-occidental,0,0,,,14.1,26.62,2018,25,,,1151,firm_project,,,28-carapan,0.06
cg_cfe_05,geothermal,03-occidental,0,0,,,14.1,26.62,2019,25,,,1152,firm_project,,,23-guadalajara,0.06
cg_cfe_02,geothermal,02-oriental,0,0,,,14.1,26.62,2016,25,,,1153,firm_project,,,34-puebla,0.06
cg_cfe_03,geothermal,10-baja_california_sur-mulege,0,0,,,14.1,2,2017,1.9,,,1154,firm_project,,,53-mulege,0.06
cg_cfe_07,geothermal,03-occidental,0,0,,,14.1,27,A_partir_de_2019,25.4,,,1155,optimization,,,23-guadalajara,0.06
cg_cfe_08,geothermal,03-occidental,0,0,,,14.1,27,A_partir_de_2019,25.4,,,1156,optimization,,,23-guadalajara,0.06
cg_cfe_06,geothermal,02-oriental,0,0,,,14.1,26.62,A_partir_de_2019,25,,,1157,optimization,,,34-puebla,0.06
cg_cfe_09,geothermal,08-baja_california,0,0,,,14.1,27,A_partir_de_2019,25.4,,,1158,optimization,,,48-mexicali,0.06
cg_gco_01,geothermal,01-central,0,0,,,14.1,225.7,A_partir_de_2019,211.9,,,1159,generic_project,,,31-central,0.06
cg_gco_13,geothermal,02-oriental,0,0,,,14.1,27,A_partir_de_2019,25.4,,,1160,generic_project,,,39-grijalva,0.06
cg_gco_10-cg_gco_12_2/,geothermal,03-occidental,0,0,,,14.1,79.7,A_partir_de_2019,74.8,,,1161,generic_project,,,23-guadalajara,0.06
cg_gco_07-cg_gco_09-cg_gco_11_2/,geothermal,03-occidental,0,0,,,14.1,27,A_partir_de_2019,25.4,,,1162,generic_project,,,23-guadalajara,0.06
cg_gco_02-cg_gco_03_2/,geothermal,02-oriental,0,0,,,14.1,260.8,A_partir_de_2019,244.9,,,1163,generic_project,,,34-puebla,0.06
cg_gco_04-cg_gco_05-cg_gco_06-cg_gco_08_2/,geothermal,03-occidental,0,0,,,14.1,230.74,A_partir_de_2019,216.7,,,1164,generic_project,,,22-tepic,0.06
cg_pp_01,geothermal,03-occidental,0,0,,,14.1,30,A_partir_de_2019,28.2,,,1165,optimization,,,22-tepic,0.06
ch_aut_28,hydroelectric,02-oriental,0,0,,,1,8.3,2017,6.4,,,1166,firm_project,,,32-poza_rica,0
ch_aut_27,hydroelectric,03-occidental,0,0,,,1,24,2016,18.4,,,1167,firm_project,,,22-tepic,0
ch_aut_31,hydroelectric,02-oriental,0,0,,,1,30,A_partir_de_2019,23,,,1168,optimization,,,36-temascal,0
ch_aut_32,hydroelectric,02-oriental,0,0,,,1,16.94,A_partir_de_2019,13,,,1169,optimization,,,33-veracruz,0
ch_aut_33,hydroelectric,04-noroeste,0,0,,,1,15,A_partir_de_2019,3.7,,,1170,optimization,,,06-mazatlan,0
ch_aut_34,hydroelectric,02-oriental,0,0,,,1,60,A_partir_de_2019,46.1,,,1171,optimization,,,32-poza_rica,0
ch_aut_35,hydroelectric,02-oriental,0,0,,,1,18.994,A_partir_de_2019,14.6,,,1172,optimization,,,36-temascal,0
ch_aut_36,hydroelectric,08-baja_california,0,0,,,1,27.6,A_partir_de_2019,21.2,,,1173,optimization,,,46-tijuana,0
ch_aut_37,hydroelectric,03-occidental,0,0,,,1,2.95,A_partir_de_2019,2.3,,,1174,optimization,,,22-tepic,0
ch_aut_38,hydroelectric,04-noroeste,0,0,,,1,30,A_partir_de_2019,7.4,,,1175,optimization,,,01-hermosillo,0
ch_aut_39,hydroelectric,02-oriental,0,0,,,1,28.5,A_partir_de_2019,21.9,,,1176,optimization,,,39-grijalva,0
ch_aut_40,hydroelectric,02-oriental,0,0,,,1,30,A_partir_de_2019,23,,,1177,optimization,,,38-tabasco,0
ch_aut_41,hydroelectric,02-oriental,0,0,,,1,30,A_partir_de_2019,23,,,1178,optimization,,,32-poza_rica,0
ch_aut_42,hydroelectric,02-oriental,0,0,,,1,9.169,A_partir_de_2019,7,,,1179,optimization,,,35-acapulco,0
ch_aut_43,hydroelectric,02-oriental,0,0,,,1,42,A_partir_de_2019,32.3,,,1180,optimization,,,39-grijalva,0
ch_aut_44,hydroelectric,02-oriental,0,0,,,1,4,A_partir_de_2019,3.1,,,1181,optimization,,,32-poza_rica,0
ch_aut_29,hydroelectric,02-oriental,0,0,,,1,165,A_partir_de_2019,126.8,,,1182,optimization,,,33-veracruz,0
ch_aut_30,hydroelectric,02-oriental,0,0,,,1,165,A_partir_de_2019,126.8,,,1183,optimization,,,33-veracruz,0
ch_aut_45,hydroelectric,02-oriental,0,0,,,1,20,A_partir_de_2019,15.4,,,1184,optimization,,,39-grijalva,0
ch_aut_46,hydroelectric,02-oriental,0,0,,,1,9,A_partir_de_2019,6.9,,,1185,optimization,,,32-poza_rica,0
ch_aut_47,hydroelectric,04-noroeste,0,0,,,1,7,A_partir_de_2019,1.7,,,1186,optimization,,,02-cananea,0
ch_aut_48,hydroelectric,02-oriental,0,0,,,1,27.6,A_partir_de_2019,21.2,,,1187,optimization,,,36-temascal,0
ch_aut_49,hydroelectric,02-oriental,0,0,,,1,27.74,A_partir_de_2019,21.3,,,1188,optimization,,,33-veracruz,0
ch_aut_50,hydroelectric,02-oriental,0,0,,,1,2.436,A_partir_de_2019,1.9,,,1189,optimization,,,32-poza_rica,0
ch_aut_51,hydroelectric,02-oriental,0,0,,,1,7.0131,A_partir_de_2019,5.4,,,1190,optimization,,,32-poza_rica,0
ch_aut_52,hydroelectric,04-noroeste,0,0,,,1,7.76,A_partir_de_2019,1.9,,,1191,optimization,,,04-los_mochis,0
ch_aut_53,hydroelectric,04-noroeste,0,0,,,1,4.22,A_partir_de_2019,1,,,1192,optimization,,,04-los_mochis,0
ch_aut_54,hydroelectric,02-oriental,0,0,,,1,8.48,A_partir_de_2019,6.5,,,1193,optimization,,,32-poza_rica,0
ch_aut_55,hydroelectric,02-oriental,0,0,,,1,27.38,A_partir_de_2019,21,,,1194,optimization,,,32-poza_rica,0
ch_aut_56,hydroelectric,02-oriental,0,0,,,1,39.46,A_partir_de_2019,30.3,,,1195,optimization,,,33-veracruz,0
ch_aut_57,hydroelectric,04-noroeste,0,0,,,1,12,A_partir_de_2019,3,,,1196,optimization,,,06-mazatlan,0
ch_aut_58,hydroelectric,04-noroeste,0,0,,,1,2.6,A_partir_de_2019,0.6,,,1197,optimization,,,05-culiacan,0
ch_aut_59,hydroelectric,01-central,0,0,,,1,3.28,A_partir_de_2019,2.5,,,1198,optimization,,,31-central,0
ch_aut_60,hydroelectric,01-central,0,0,,,1,1.35,A_partir_de_2019,1,,,1199,optimization,,,31-central,0
ch_aut_61,hydroelectric,04-noroeste,0,0,,,1,2.7,A_partir_de_2019,0.7,,,1200,optimization,,,04-los_mochis,0
ch_aut_62,hydroelectric,04-noroeste,0,0,,,1,5.5,A_partir_de_2019,1.4,,,1201,optimization,,,04-los_mochis,0
ch_aut_63,hydroelectric,01-central,0,0,,,1,2.73,A_partir_de_2019,2.1,,,1202,optimization,,,31-central,0
ch_aut_64,hydroelectric,01-central,0,0,,,1,2.66,A_partir_de_2019,2,,,1203,optimization,,,31-central,0
ch_aut_65,hydroelectric,01-central,0,0,,,1,1.995,A_partir_de_2019,1.6,,,1204,optimization,,,31-central,0
ch_aut_66,hydroelectric,05-norte,0,0,,,1,5.98,A_partir_de_2019,4.6,,,1205,optimization,,,09-chihuahua,0
ch_aut_67,hydroelectric,04-noroeste,0,0,,,1,6.7,A_partir_de_2019,1.6,,,1206,optimization,,,06-mazatlan,0
ch_aut_68,hydroelectric,02-oriental,0,0,,,1,2.16,A_partir_de_2019,1.7,,,1207,optimization,,,33-veracruz,0
ch_cfe_01,hydroelectric,02-oriental,0,0,,,1,241.21,2018,187.2,,,1208,firm_project,,,39-grijalva,0
ch_cfe_04,hydroelectric,02-oriental,0,0,,,1,136,A_partir_de_2019,105.5,,,1209,optimization,,,39-grijalva,0
ch_cfe_02,hydroelectric,03-occidental,0,0,,,1,241.21,A_partir_de_2019,187.2,,,1210,optimization,,,22-tepic,0
ch_cfe_09,hydroelectric,05-norte,0,0,,,1,352,A_partir_de_2019,273.2,,,1211,optimization,,,09-chihuahua,0
ch_cfe_06,hydroelectric,02-oriental,0,0,,,1,455,A_partir_de_2019,353.1,,,1212,optimization,,,35-acapulco,0
ch_cfe_07,hydroelectric,02-oriental,0,0,,,1,231,A_partir_de_2019,179.3,,,1213,optimization,,,35-acapulco,0
ch_cfe_12,hydroelectric,02-oriental,0,0,,,1,543,A_partir_de_2019,421.4,,,1214,optimization,,,36-temascal,0
ch_cfe_10,hydroelectric,02-oriental,0,0,,,1,121,A_partir_de_2019,93.9,,,1215,optimization,,,33-veracruz,0
ch_cfe_05,hydroelectric,02-oriental,0,0,,,1,422,A_partir_de_2019,327.5,,,1216,optimization,,,39-grijalva,0
ch_cfe_11,hydroelectric,02-oriental,0,0,,,1,54,A_partir_de_2019,41.5,,,1217,optimization,,,32-poza_rica,0
ch_cfe_03,hydroelectric,02-oriental,0,0,,,1,0,2018,0,,,1218,rehabilitation_modernization,,,36-temascal,0
ch_gco_09,hydroelectric,03-occidental,0,0,,,1,4.27,A_partir_de_2019,3.3,,,1219,generic_project,,,25-san_luis_potosi,0
ch_gco_06,hydroelectric,02-oriental,0,0,,,1,230.52,A_partir_de_2019,178.9,,,1220,generic_project,,,35-acapulco,0
ch_gco_10,hydroelectric,01-central,0,0,,,1,38.83,A_partir_de_2019,29.8,,,1221,generic_project,,,31-central,0
ch_gco_08,hydroelectric,02-oriental,0,0,,,1,281.03,A_partir_de_2019,218.1,,,1222,generic_project,,,37-coatzacoalcos,0
ch_gco_11,hydroelectric,04-noroeste,0,0,,,1,7.45,A_partir_de_2019,1.8,,,1223,generic_project,,,05-culiacan,0
ch_gco_12,hydroelectric,02-oriental,0,0,,,1,43.41,A_partir_de_2019,33.4,,,1224,generic_project,,,39-grijalva,0
ch_gco_01-ch_gco_02_2/,hydroelectric,02-oriental,0,0,,,1,475.46,A_partir_de_2019,369,,,1225,generic_project,,,39-grijalva,0
ch_gco_03,hydroelectric,02-oriental,0,0,,,1,383.96,A_partir_de_2019,298,,,1226,generic_project,,,39-grijalva,0
ch_gco_13,hydroelectric,03-occidental,0,0,,,1,51.85,A_partir_de_2019,39.8,,,1227,generic_project,,,23-guadalajara,0
ch_gco_14,hydroelectric,04-noroeste,0,0,,,1,8.83,A_partir_de_2019,2.2,,,1228,generic_project,,,01-hermosillo,0
ch_gco_15,hydroelectric,06-noreste,0,0,,,1,5.39,A_partir_de_2019,4.1,,,1229,generic_project,,,19-huasteca,0
ch_gco_16,hydroelectric,05-norte,0,0,,,1,36.88,A_partir_de_2019,28.3,,,1230,generic_project,,,11-laguna,0
ch_gco_17,hydroelectric,04-noroeste,0,0,,,1,26.7,A_partir_de_2019,6.6,,,1231,generic_project,,,04-los_mochis,0
ch_gco_18,hydroelectric,02-oriental,0,0,,,1,5.16,A_partir_de_2019,4,,,1232,generic_project,,,32-poza_rica,0
ch_gco_19,hydroelectric,02-oriental,0,0,,,1,47.29,A_partir_de_2019,36.3,,,1233,generic_project,,,34-puebla,0
ch_gco_04,hydroelectric,02-oriental,0,0,,,1,85.77,A_partir_de_2019,65.9,,,1234,generic_project,,,38-tabasco,0
ch_gco_20,hydroelectric,06-noreste,0,0,,,1,4.87,A_partir_de_2019,3.7,,,1235,generic_project,,,20-tamazunchale,0
ch_gco_05,hydroelectric,02-oriental,0,0,,,1,196.38,A_partir_de_2019,150.9,,,1236,generic_project,,,36-temascal,0
ch_gco_21,hydroelectric,03-occidental,0,0,,,1,40.63,A_partir_de_2019,31.2,,,1237,generic_project,,,22-tepic,0
ch_gco_07,hydroelectric,02-oriental,0,0,,,1,173.72,A_partir_de_2019,133.5,,,1238,generic_project,,,33-veracruz,0
ch_pp_09,hydroelectric,02-oriental,0,0,,,1,29.59,2016,22.7,,,1239,firm_project,,,33-veracruz,0
ch_pp_13,hydroelectric,02-oriental,0,0,,,1,6.2,2017,4.8,,,1240,firm_project,,,32-poza_rica,0
ch_pp_11,hydroelectric,03-occidental,0,0,,,1,6,2016,4.6,,,1241,firm_project,,,23-guadalajara,0
ch_pp_12,hydroelectric,03-occidental,0,0,,,1,8,2016,6.1,,,1242,firm_project,,,23-guadalajara,0
ch_pp_14,hydroelectric,02-oriental,0,0,,,1,21,A_partir_de_2019,16.1,,,1243,optimization,,,32-poza_rica,0
ch_pp_15,hydroelectric,01-central,0,0,,,1,30,A_partir_de_2019,23,,,1244,optimization,,,31-central,0
ch_pp_16,hydroelectric,02-oriental,0,0,,,1,4,A_partir_de_2019,3.1,,,1245,optimization,,,35-acapulco,0
ch_pp_17,hydroelectric,02-oriental,0,0,,,1,19,A_partir_de_2019,14.6,,,1246,optimization,,,32-poza_rica,0
ch_pp_18,hydroelectric,02-oriental,0,0,,,1,44.1,A_partir_de_2019,33.9,,,1247,optimization,,,32-poza_rica,0
ch_pp_19,hydroelectric,03-occidental,0,0,,,1,7.5,A_partir_de_2019,5.8,,,1248,optimization,,,23-guadalajara,0
ch_pp_20,hydroelectric,02-oriental,0,0,,,1,5,A_partir_de_2019,3.8,,,1249,optimization,,,32-poza_rica,0
ch_pp_21,hydroelectric,05-norte,0,0,,,1,4,A_partir_de_2019,3.1,,,1250,optimization,,,09-chihuahua,0
ch_pp_22,hydroelectric,02-oriental,0,0,,,1,16,A_partir_de_2019,12.3,,,1251,optimization,,,39-grijalva,0
ch_pp_23,hydroelectric,03-occidental,0,0,,,1,15,A_partir_de_2019,11.5,,,1252,optimization,,,26-salamanca,0
ch_pp_24,hydroelectric,02-oriental,0,0,,,1,22,A_partir_de_2019,16.9,,,1253,optimization,,,38-tabasco,0
ch_pp_25,hydroelectric,02-oriental,0,0,,,1,3,A_partir_de_2019,2.3,,,1254,optimization,,,32-poza_rica,0
ch_pp_26,hydroelectric,03-occidental,0,0,,,1,3,A_partir_de_2019,2.3,,,1255,optimization,,,27-manzanillo,0
ch_pp_27,hydroelectric,03-occidental,0,0,,,1,3.5,A_partir_de_2019,2.7,,,1256,optimization,,,27-manzanillo,0
imp_04,import_natural_gas,06-noreste,9.6,0,,,5.5,3,A_partir_de_2019,2.9,,,1257,optimization,gn_altam,natural_gas,21-guemez,3.19
imp_05,import_natural_gas,08-baja_california,9.6,0,,,5.5,3,A_partir_de_2019,2.9,,,1258,optimization,g_i_jovibn,natural_gas,48-mexicali,3.19
imp_06,import_natural_gas,08-baja_california,9.6,0,,,5.5,2,A_partir_de_2019,2,,,1259,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_07,import_natural_gas,08-baja_california,9.6,0,,,5.5,6,A_partir_de_2019,5.9,,,1260,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_03,import_natural_gas,03-occidental,9.6,0,,,5.5,10,A_partir_de_2019,9.8,,,1261,optimization,g_sauzqro,natural_gas,25-san_luis_potosi,3.19
imp_08,import_natural_gas,08-baja_california,9.6,0,,,5.5,1,A_partir_de_2019,1,,,1262,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_09,import_natural_gas,08-baja_california,9.6,0,,,5.5,1,A_partir_de_2019,1,,,1263,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_10,import_natural_gas,03-occidental,9.6,0,,,5.5,30,A_partir_de_2019,29.3,,,1264,optimization,g_sauzqro,natural_gas,25-san_luis_potosi,3.19
imp_11,import_natural_gas,06-noreste,9.6,0,,,5.5,2,A_partir_de_2019,2,,,1265,optimization,gn_altam,natural_gas,15-matamoros,3.19
imp_12,import_natural_gas,08-baja_california,9.6,0,,,5.5,2,A_partir_de_2019,2,,,1266,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_13,import_natural_gas,08-baja_california,9.6,0,,,5.5,3.163,A_partir_de_2019,3.1,,,1267,optimization,g_i_jovibn,natural_gas,46-tijuana,3.19
imp_14,import_natural_gas,08-baja_california,9.6,0,,,5.5,2.349,A_partir_de_2019,2.3,,,1268,optimization,g_i_jovibn,natural_gas,48-mexicali,3.19
cn_cfe_01,nuclear_uranium,02-oriental,10.3,0,,,11.4,110,2016,106.2,,,1269,rehabilitation_modernization,nuc,uranium,33-veracruz,2.25
cn_gco_01,nuclear_uranium,02-oriental,10.3,0,,,11.4,1360.3,A_partir_de_2019,1312.7,,,1270,generic_project,nuc,uranium,33-veracruz,2.25
cn_gco_02,nuclear_uranium,02-oriental,10.3,0,,,11.4,1360.3,A_partir_de_2019,1312.7,,,1271,generic_project,nuc,uranium,33-veracruz,2.25
cn_gco_03,nuclear_uranium,02-oriental,10.3,0,,,11.4,1360.3,A_partir_de_2019,1312.7,,,1272,generic_project,nuc,uranium,33-veracruz,2.25
cn_gco_04,nuclear_uranium,02-oriental,10.3,0,,,11.4,1360.3,A_partir_de_2019,1312.7,,,1273,generic_project,nuc,uranium,33-veracruz,2.25
cn_gco_05,nuclear_uranium,02-oriental,10.3,0,,,11.4,1360.3,A_partir_de_2019,1312.7,,,1274,generic_project,nuc,uranium,33-veracruz,2.25
cs_aut_01,solar,01-central,0,0,,,0,20,2016,20,,,1275,firm_project,,,31-central,0
cs_aut_10,solar,05-norte,0,0,,,0,20,2016,20,,,1276,firm_project,,,08-moctezuma,0
cs_aut_19,solar,05-norte,0,0,,,0,20,2017,6.4,,,1277,firm_project,,,08-moctezuma,0
cs_aut_41,solar,02-oriental,0,0,,,0,1,A_partir_de_2019,1,,,1278,optimization,,,32-poza_rica,0
cs_aut_42,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1279,optimization,,,04-los_mochis,0
cs_aut_28,solar,04-noroeste,0,0,,,0,100,A_partir_de_2019,100,,,1280,optimization,,,01-hermosillo,0
cs_aut_23,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1281,optimization,,,01-hermosillo,0
cs_aut_24,solar,04-noroeste,0,0,,,0,50,A_partir_de_2019,50,,,1282,optimization,,,01-hermosillo,0
cs_aut_25,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1283,optimization,,,01-hermosillo,0
cs_aut_26,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1284,optimization,,,01-hermosillo,0
cs_aut_12,solar,04-noroeste,0,0,,,0,40,A_partir_de_2019,40,,,1285,optimization,,,01-hermosillo,0
cs_aut_35,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1286,optimization,,,07-juarez,0
cs_aut_43,solar,04-noroeste,0,0,,,0,10,A_partir_de_2019,10,,,1287,optimization,,,03-obregon,0
cs_aut_44,solar,05-norte,0,0,,,0,150,A_partir_de_2019,150,,,1288,optimization,,,07-juarez,0
cs_aut_45,solar,05-norte,0,0,,,0,0.764,A_partir_de_2019,0.8,,,1289,optimization,,,09-chihuahua,0
cs_aut_46,solar,02-oriental,0,0,,,0,28,A_partir_de_2019,28,,,1290,optimization,,,35-acapulco,0
cs_aut_47,solar,05-norte,0,0,,,0,4,A_partir_de_2019,4,,,1291,optimization,,,09-chihuahua,0
cs_aut_48,solar,05-norte,0,0,,,0,4,A_partir_de_2019,4,,,1292,optimization,,,09-chihuahua,0
cs_aut_49,solar,05-norte,0,0,,,0,7,A_partir_de_2019,7,,,1293,optimization,,,09-chihuahua,0
cs_aut_50,solar,03-occidental,0,0,,,0,3,A_partir_de_2019,3,,,1294,optimization,,,26-salamanca,0
cs_aut_51,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1295,optimization,,,07-juarez,0
cs_aut_52,solar,03-occidental,0,0,,,0,1.456,A_partir_de_2019,1.5,,,1296,optimization,,,26-salamanca,0
cs_aut_22,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1297,optimization,,,11-laguna,0
cs_aut_36,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1298,optimization,,,07-juarez,0
cs_aut_53,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1299,optimization,,,07-juarez,0
cs_aut_37,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1300,optimization,,,07-juarez,0
cs_aut_54,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1301,optimization,,,07-juarez,0
cs_aut_55,solar,06-noreste,0,0,,,0,10,A_partir_de_2019,10,,,1302,optimization,,,17-saltillo,0
cs_aut_09,solar,04-noroeste,0,0,,,0,125,A_partir_de_2019,125,,,1303,optimization,,,01-hermosillo,0
cs_aut_11-cs_aut_29_2/,solar,05-norte,0,0,,,0,166,A_partir_de_2019,166,,,1304,optimization,,,08-moctezuma,0
cs_aut_14,solar,04-noroeste,0,0,,,0,25,A_partir_de_2019,25,,,1305,optimization,,,01-hermosillo,0
cs_aut_30,solar,05-norte,0,0,,,0,15.2,A_partir_de_2019,15.2,,,1306,optimization,,,08-moctezuma,0
cs_aut_56,solar,03-occidental,0,0,,,0,0.77,A_partir_de_2019,0.8,,,1307,optimization,,,23-guadalajara,0
cs_aut_57,solar,03-occidental,0,0,,,0,200,A_partir_de_2019,200,,,1308,optimization,,,25-san_luis_potosi,0
cs_aut_58,solar,03-occidental,0,0,,,0,50,A_partir_de_2019,50,,,1309,optimization,,,26-salamanca,0
cs_aut_27-cs_aut_31_2/,solar,04-noroeste,0,0,,,0,100,A_partir_de_2019,100,,,1310,optimization,,,01-hermosillo,0
cs_aut_59,solar,06-noreste,0,0,,,0,50,A_partir_de_2019,50,,,1311,optimization,,,16-monterrey,0
cs_aut_32,solar,04-noroeste,0,0,,,0,26,A_partir_de_2019,26,,,1312,optimization,,,01-hermosillo,0
cs_aut_60,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1313,optimization,,,07-juarez,0
cs_aut_15,solar,04-noroeste,0,0,,,0,40,A_partir_de_2019,40,,,1314,optimization,,,01-hermosillo,0
cs_aut_61,solar,07-peninsular,0,0,,,0,25.66,A_partir_de_2019,25.7,,,1315,optimization,,,42-merida,0
cs_aut_62,solar,06-noreste,0,0,,,0,44,A_partir_de_2019,44,,,1316,optimization,,,16-monterrey,0
cs_aut_63,solar,06-noreste,0,0,,,0,2,A_partir_de_2019,2,,,1317,optimization,,,16-monterrey,0
cs_aut_64,solar,07-peninsular,0,0,,,0,9.855,A_partir_de_2019,9.9,,,1318,optimization,,,42-merida,0
cs_aut_33,solar,05-norte,0,0,,,0,15.2,A_partir_de_2019,15.2,,,1319,optimization,,,08-moctezuma,0
cs_aut_34,solar,04-noroeste,0,0,,,0,20,A_partir_de_2019,20,,,1320,optimization,,,01-hermosillo,0
cs_aut_65,solar,06-noreste,0,0,,,0,30,A_partir_de_2019,30,,,1321,optimization,,,16-monterrey,0
cs_gen_02,solar,05-norte,0,0,,,0,35,A_partir_de_2019,35,,,1322,optimization,,,08-moctezuma,0
cs_aut_39,solar,04-noroeste,0,0,,,0,0.879,A_partir_de_2019,0.9,,,1323,optimization,,,01-hermosillo,0
cs_aut_66,solar,06-noreste,0,0,,,0,19.8,A_partir_de_2019,19.8,,,1324,optimization,,,17-saltillo,0
cs_aut_67,solar,03-occidental,0,0,,,0,1.073,A_partir_de_2019,1.1,,,1325,optimization,,,23-guadalajara,0
cs_aut_68,solar,03-occidental,0,0,,,0,30,A_partir_de_2019,30,,,1326,optimization,,,30-queretaro,0
cs_aut_69,solar,04-noroeste,0,0,,,0,0.74,A_partir_de_2019,0.7,,,1327,optimization,,,03-obregon,0
cs_aut_70,solar,03-occidental,0,0,,,0,1.4,A_partir_de_2019,1.4,,,1328,optimization,,,30-queretaro,0
cs_aut_71,solar,03-occidental,0,0,,,0,60,A_partir_de_2019,60,,,1329,optimization,,,30-queretaro,0
cs_aut_72,solar,05-norte,0,0,,,0,8,A_partir_de_2019,8,,,1330,optimization,,,07-juarez,0
cs_aut_38,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1331,optimization,,,07-juarez,0
cs_aut_73,solar,03-occidental,0,0,,,0,0.344,A_partir_de_2019,0.3,,,1332,optimization,,,24-aguascalientes,0
cs_aut_74,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1333,optimization,,,09-chihuahua,0
cs_aut_75,solar,05-norte,0,0,,,0,28,A_partir_de_2019,28,,,1334,optimization,,,07-juarez,0
cs_aut_40,solar,04-noroeste,0,0,,,0,10,A_partir_de_2019,10,,,1335,optimization,,,01-hermosillo,0
cs_aut_76,solar,03-occidental,0,0,,,0,30,A_partir_de_2019,30,,,1336,optimization,,,30-queretaro,0
cs_aut_77,solar,03-occidental,0,0,,,0,12,A_partir_de_2019,12,,,1337,optimization,,,26-salamanca,0
cs_pp_91,solar,04-noroeste,0,0,,,0,70.88,A_partir_de_2019,70.9,,,1338,optimization,,,01-hermosillo,0
cs_aut_78,solar,03-occidental,0,0,,,0,30,A_partir_de_2019,30,,,1339,optimization,,,26-salamanca,0
cs_aut_21,solar,09-baja_california_sur-la_paz,0,0,,,0,20,A_partir_de_2019,20,,,1340,optimization,,,52-los_cabos,0
cs_aut_20,solar,09-baja_california_sur-la_paz,0,0,,,0,1.89,A_partir_de_2019,1.9,,,1341,optimization,,,51-la_paz,0
cs_cfe_02,solar,10-baja_california_sur-mulege,0,0,,,0,4,2017,4,,,1342,firm_project,,,53-mulege,0
cs_gen_01,solar,05-norte,0,0,,,0,150,2017,150,,,1343,firm_project,,,11-laguna,0
cs_gen_03,solar,03-occidental,0,0,,,0,15.898,A_partir_de_2019,15.9,,,1344,optimization,,,24-aguascalientes,0
cs_gco_16,solar,03-occidental,0,0,,,0,30,A_partir_de_2019,30,,,1345,generic_project,,,24-aguascalientes,0
cs_gco_17,solar,03-occidental,0,0,,,0,100,A_partir_de_2019,100,,,1346,generic_project,,,24-aguascalientes,0
cs_gco_18,solar,03-occidental,0,0,,,0,100,A_partir_de_2019,100,,,1347,generic_project,,,28-carapan,0
cs_gco_19,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1348,generic_project,,,09-chihuahua,0
cs_gco_20,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1349,generic_project,,,09-chihuahua,0
cs_gco_21,solar,05-norte,0,0,,,0,100,A_partir_de_2019,100,,,1350,generic_project,,,09-chihuahua,0
cs_gco_08,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1351,generic_project,,,10-durango,0
cs_gco_09,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1352,generic_project,,,10-durango,0
cs_gco_10,solar,05-norte,0,0,,,0,30,A_partir_de_2019,30,,,1353,generic_project,,,10-durango,0
cs_gco_11,solar,05-norte,0,0,,,0,100,A_partir_de_2019,100,,,1354,generic_project,,,10-durango,0
cs_gco_05,solar,05-norte,0,0,,,0,100,A_partir_de_2019,100,,,1355,generic_project,,,10-durango,0
cs_gco_14-cs_gco_15_2/,solar,08-baja_california,0,0,,,0,100,A_partir_de_2019,100,,,1356,generic_project,,,47-ensenada,0
cs_gco_01,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1357,generic_project,,,01-hermosillo,0
cs_gco_02-cs_gco_13_2/,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1358,generic_project,,,01-hermosillo,0
cs_gco_03,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1359,generic_project,,,01-hermosillo,0
cs_gco_04,solar,04-noroeste,0,0,,,0,30,A_partir_de_2019,30,,,1360,generic_project,,,01-hermosillo,0
cs_gco_06-cs_gco_12_2/,solar,04-noroeste,0,0,,,0,100,A_partir_de_2019,100,,,1361,generic_project,,,01-hermosillo,0
