project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,scheduled_outage_rate,forced_outage_rate,capacity_limit_mw,capacity_mw,dbid,being_built,fuel_code,fuel_oil,load_zone,variables,capacity_factor,start_year,fixed_o_m,variable_o_m,overnight_cost,real_name
telefonos_de_mexico_veronica,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,2.48,2.27,741.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915322581,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_veronica
telefonos_de_mexico_yanez,internal_combustion_diesel,00-autoabasto,13.65575204,0.0,0.1123,0.074,0.9,0.82,742.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_yanez
telefonos_de_mexico_tlaquepaque,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.65,1.51,743.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915151515,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_tlaquepaque
telefonos_de_mexico_aragon,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,744.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_aragon
telefonos_de_mexico_roma_i,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,3.232,2.96,745.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915841584,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_roma_i
telefonos_de_mexico_bandera,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.9,0.82,746.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_bandera
telefonos_de_mexico_corregidora,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,747.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_corregidora
telefonos_de_mexico_cuautitlan,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.75,0.69,748.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_cuautitlan
telefonos_de_mexico_mixcoac,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.765,0.7,749.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.91503268,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_mixcoac
telefonos_de_mexico_nextengo,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,4.85,4.44,750.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915463918,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_nextengo
telefonos_de_mexico_sanjuan,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,6.25,5.72,751.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9152,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_sanjuan
telefonos_de_mexico_azteca_metro,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,752.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_azteca_metro
telefonos_de_mexico_centro_a_lada,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.25,1.14,753.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_centro_a_lada
telefonos_de_mexico_chapalita,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.9,0.82,754.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_chapalita
telefonos_de_mexico_coatzacoalcos,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,755.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_coatzacoalcos
telefonos_de_mexico_colima,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,756.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_colima
telefonos_de_mexico_copernico,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.0,0.92,757.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_copernico
telefonos_de_mexico_cultura,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.8,0.73,758.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9125,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_cultura
telefonos_de_mexico_fuentes,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.95,0.87,759.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915789474,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_fuentes
telefonos_de_mexico_fuertes,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,760.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_fuertes
telefonos_de_mexico_guadalupe_metr,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,761.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_guadalupe_metr
telefonos_de_mexico_la_paz,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.65,0.59,762.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.907692308,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_la_paz
telefonos_de_mexico_lerdo_tops,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,763.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_lerdo_tops
telefonos_de_mexico_lindavista,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.2,1.1,764.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_lindavista
telefonos_de_mexico_malinche,internal_combustion_diesel,00-autoabasto,18.32745668,0.0,0.1123,0.074,0.75,0.69,765.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_malinche
telefonos_de_mexico_mirador,internal_combustion_diesel,00-autoabasto,13.92527346,0.0,0.1123,0.074,0.65,0.59,766.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.907692308,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_mirador
telefonos_de_mexico_montejo,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,767.0,operational,d_penins,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_montejo
telefonos_de_mexico_paseo,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,768.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_paseo
telefonos_de_mexico_pedro_moreno,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.7,0.64,769.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_pedro_moreno
telefonos_de_mexico_revolucion,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,770.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_revolucion
telefonos_de_mexico_romero_rubio,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.25,1.14,771.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_romero_rubio
telefonos_de_mexico_tollocan,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,772.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_tollocan
telefonos_de_mexico_vallarta,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.25,1.14,773.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_vallarta
telefonos_de_mexico_popotla,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.75,0.69,774.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_popotla
telefonos_de_mexico_atzacoalco,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.73,0.67,775.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.917808219,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_atzacoalco
telefonos_de_mexico_san_jeronimo,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,776.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_san_jeronimo
telefonos_de_mexico_ejercito_de_orient,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,777.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_ejercito_de_orient
telefonos_de_mexico_plaza_merida,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.25,1.14,778.0,operational,d_penins,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_plaza_merida
telefonos_de_mexico_popocatepetl_i,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.8,1.65,779.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_popocatepetl_i
telefonos_de_mexico_carrasco,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.9,0.82,780.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_carrasco
telefonos_de_mexico_vallejo,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,2.2,2.01,781.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913636364,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_vallejo
telefonos_de_mexico_sadecvbosqueslago,internal_combustion_diesel,00-autoabasto,8.534845023,0.0,0.1123,0.074,0.75,0.69,782.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_sadecvbosqueslago
telefonos_de_mexico_centro_t_puebla,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,2.2,2.01,783.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913636364,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_centro_t_puebla
telefonos_de_mexico_culhuacan,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,2.4,2.2,784.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_culhuacan
telefonos_de_mexico_satelite,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,785.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_satelite
telefonos_de_mexico_zaragoza,internal_combustion_diesel,00-autoabasto,14.64399725,0.0,0.1123,0.074,1.25,1.14,786.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,telefonos_de_mexico_zaragoza
telefonos_del_noroeste_arbol_iii,internal_combustion_diesel,00-autoabasto,11.40974019,0.0,0.1123,0.074,1.55,1.42,787.0,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916129032,2015.0,28000.0,6.63,3150526.0,telefonos_del_noroeste_arbol_iii
telefonos_del_noroeste_lomas,internal_combustion_diesel,00-autoabasto,13.83543299,0.0,0.1123,0.074,0.75,0.69,788.0,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,telefonos_del_noroeste_lomas
telefonos_del_noroeste_principal,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,789.0,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,telefonos_del_noroeste_principal
tereftalatos_mexicanos,thermal_fuel_oil,00-autoabasto,10.60117592,0.0,0.1144,0.071,21.0,19.68,790.0,operational,c_n_tula,fuel_oil,00-autoabasto_local,3.94,0.937142857,2015.0,32104.6,2.688,1728420.0,tereftalatos_mexicanos
termoelectrica_de_mexicali,combined_cycle_natural_gas,00-autoabasto,6.109152227,0.0,0.0696,0.077,679.7,661.35,791.0,operational,zzon_noro,natural_gas,00-autoabasto_local,2.96,0.973002795,2015.0,16024.8,3.05,910280.0,termoelectrica_de_mexicali
ternium_mexico_planta_apm,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,4.5,4.12,792.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915555556,2015.0,28000.0,6.63,3150526.0,ternium_mexico_planta_apm
ternium_mexico_planta_monter,gas_turbine_natural_gas,00-autoabasto,13.38623062,0.0,0.0922,0.055,50.0,48.75,793.0,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.19,0.975,2015.0,7634.45,3.432,622320.0,ternium_mexico_planta_monter
ternium_mexico_planta_puebla,thermal_natural_gas,00-autoabasto,8.624685497,0.0,0.1144,0.071,5.6,5.25,794.0,operational,g_slorp,natural_gas,00-autoabasto_local,3.94,0.9375,2015.0,37694.0,2.688,1860700.0,ternium_mexico_planta_puebla
tesoros_inmobiliarios,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.25,1.14,795.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,tesoros_inmobiliarios
the_royal_cancun,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,2.0,1.83,796.0,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915,2015.0,28000.0,6.63,3150526.0,the_royal_cancun
tiendas_soriana,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,0.6,0.55,797.0,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916666667,2015.0,28000.0,6.63,3150526.0,tiendas_soriana
vidrio_formas,internal_combustion_diesel,00-autoabasto,8.534845023,0.0,0.1123,0.074,2.522,2.31,798.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.91593973,2015.0,28000.0,6.63,3150526.0,vidrio_formas
vidrio_plano_de_mexico,gas_turbine_diesel,00-autoabasto,8.624685497,0.0,0.0922,0.055,11.4,11.26,799.0,operational,d_naciona,diesel,00-autoabasto_local,4.19,0.987719298,2015.0,20058.0,3.432,1085000.0,vidrio_plano_de_mexico
vitracoat_pinturas_en_polvo,internal_combustion_diesel,00-autoabasto,14.46431631,0.0,0.1123,0.074,1.25,1.14,800.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015.0,28000.0,6.63,3150526.0,vitracoat_pinturas_en_polvo
wabash_technologies_de_mexico,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.05,0.96,801.0,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.914285714,2015.0,28000.0,6.63,3150526.0,wabash_technologies_de_mexico
yoggo_de_mexico,internal_combustion_diesel,00-autoabasto,9.253568815,0.0,0.1123,0.074,1.0,0.92,802.0,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92,2015.0,28000.0,6.63,3150526.0,yoggo_de_mexico
cbio_pp_04,bioenergy_natural_gas,07-peninsular,8.624685497,0.0,0.1144,0.071,0.75,0.7,819.0,firm_project,g_penin,natural_gas,42-merida,3.94,0.933333333,2016.0,35558.7,4.37,2359223.0,cbio_pp_04
ccar_cfe_01,carboelectric_coal,06-noreste,7.726280759,0.0,0.1171,0.064,120.0,114.84,828.0,rehabilitation_modernization,ca_rioes,coal,12-rio_escondido,2.46,0.957,2019.0,36463.6,3.782,1899339.0,ccar_cfe_01
ccc_aut_05,combined_cycle_natural_gas,06-noreste,6.198992701,0.0,0.0696,0.077,360.0,350.64,833.0,firm_project,gn_altam,natural_gas,21-guemez,3.02,0.974,2016.0,16024.8,3.05,910280.0,ccc_aut_05
ccc_aut_06,combined_cycle_natural_gas,06-noreste,6.198992701,0.0,0.0696,0.077,303.0,295.12,834.0,firm_project,g_ahnrr,natural_gas,16-monterrey,3.02,0.973993399,2016.0,16024.8,3.05,910280.0,ccc_aut_06
ccc_aut_07,combined_cycle_natural_gas,06-noreste,5.839630806,0.0,0.0696,0.077,949.0,920.53,835.0,firm_project,g_ahnrr,natural_gas,16-monterrey,2.69,0.97,2016.0,16024.8,3.05,910280.0,ccc_aut_07
ccc_cfe_01,combined_cycle_natural_gas,04-noroeste,6.558354598,0.0,0.0696,0.077,405.04,394.1,842.0,firm_project,zzon_noro,natural_gas,02-cananea,2.96,0.972990322,2016.0,16024.8,3.05,910280.0,ccc_cfe_01
ccc_cfe_12,combined_cycle_natural_gas,08-baja_california,6.198992701,0.0,0.0696,0.077,322.66,314.27,843.0,firm_project,g_i_noro,natural_gas,49-san_luis_rio_colorado,3.02,0.973997397,2019.0,16024.8,3.05,910280.0,ccc_cfe_12
ccc_cfe_02,combined_cycle_natural_gas,01-central,6.198992701,0.0,0.0696,0.077,660.15,642.33,844.0,firm_project,g,natural_gas,31-central,2.88,0.973006135,2017.0,16024.8,3.05,910280.0,ccc_cfe_02
ccc_cfe_04,combined_cycle_natural_gas,04-noroeste,5.749790332,0.0,0.0696,0.077,792.4,770.22,845.0,firm_project,zzon_noro,natural_gas,03-obregon,2.73,0.972009086,2017.0,16024.8,3.05,910280.0,ccc_cfe_04
ccc_cfe_07,combined_cycle_natural_gas,04-noroeste,5.659949858,0.0,0.0696,0.077,813.96,791.17,846.0,firm_project,zzon_noro,natural_gas,03-obregon,2.73,0.972001081,2018.0,16024.8,3.05,910280.0,ccc_cfe_07
ccc_cfe_19,combined_cycle_natural_gas,03-occidental,5.92947128,0.0,0.0696,0.077,859.88,835.8,847.0,firm_project,g_sauzqro,natural_gas,23-guadalajara,2.73,0.971996092,2019.0,16024.8,3.05,910280.0,ccc_cfe_19
ccc_cfe_09,combined_cycle_natural_gas,09-baja_california_sur-la_paz,6.468514123,0.0,0.0696,0.077,112.9,109.4,848.0,firm_project,g_i_noro,natural_gas,51-la_paz,4.43,0.968999114,2018.0,16024.8,3.05,910280.0,ccc_cfe_09
ccc_cfe_14,combined_cycle_natural_gas,05-norte,5.839630806,0.0,0.0696,0.077,939.1,910.93,849.0,firm_project,zzon_nort,natural_gas,11-laguna,2.69,0.970003195,2019.0,16024.8,3.05,910280.0,ccc_cfe_14
ccc_cfe_20,combined_cycle_natural_gas,04-noroeste,5.92947128,0.0,0.0696,0.077,796.3,774.0,850.0,firm_project,zzon_noro,natural_gas,06-mazatlan,2.73,0.971995479,2020.0,16024.8,3.05,910280.0,ccc_cfe_20
ccc_cfe_17,combined_cycle_natural_gas,07-peninsular,6.198992701,0.0,0.0696,0.077,507.09,493.4,851.0,firm_project,g_penin,natural_gas,42-merida,2.96,0.97300282,2020.0,16024.8,3.05,910280.0,ccc_cfe_17
ccc_cfe_21,combined_cycle_natural_gas,03-occidental,5.92947128,0.0,0.0696,0.077,717.18,697.1,852.0,firm_project,g_sauzqro,natural_gas,26-salamanca,2.73,0.97200145,2020.0,16024.8,3.05,910280.0,ccc_cfe_21
ccc_cfe_10,combined_cycle_natural_gas,03-occidental,5.92947128,0.0,0.0696,0.077,812.27,789.53,853.0,firm_project,g_sauzqro,natural_gas,25-san_luis_potosi,2.73,0.972004383,2019.0,16024.8,3.05,910280.0,ccc_cfe_10
ccc_cfe_05,combined_cycle_natural_gas,01-central,5.48026891,0.0,0.0696,0.077,632.95,615.23,854.0,firm_project,g,natural_gas,31-central,2.73,0.972004108,2017.0,16024.8,3.05,910280.0,ccc_cfe_05
ccc_cfe_03,combined_cycle_natural_gas,02-oriental,6.198992701,0.0,0.0696,0.077,242.51,236.2,869.0,rehabilitation_modernization,g_tuxpoz,natural_gas,32-poza_rica,3.02,0.973980454,2016.0,16024.8,3.05,910280.0,ccc_cfe_03
ccc_cfe_06,combined_cycle_natural_gas,01-central,6.558354598,0.0,0.0696,0.077,564.68,550.0,870.0,rehabilitation_modernization,g_slorp,natural_gas,31-central,3.02,0.974002975,2017.0,16024.8,3.05,910280.0,ccc_cfe_06
ccc_gen_01,combined_cycle_natural_gas,03-occidental,6.198992701,0.0,0.0696,0.077,874.5,850.89,872.0,firm_project,g_petsal,natural_gas,23-guadalajara,2.88,0.973001715,2019.0,16024.8,3.05,910280.0,ccc_gen_01
ccc_gen_02,combined_cycle_natural_gas,06-noreste,5.839630806,0.0,0.0696,0.077,1000.0,970.0,873.0,firm_project,g_ahnrr,natural_gas,16-monterrey,2.69,0.97,2019.0,16024.8,3.05,910280.0,ccc_gen_02
ccc_gen_03,combined_cycle_natural_gas,06-noreste,5.839630806,0.0,0.0696,0.077,1013.0,982.61,874.0,firm_project,gn_tamazu,natural_gas,20-tamazunchale,2.69,0.97,2020.0,16024.8,3.05,910280.0,ccc_gen_03
ccc_otr_01,combined_cycle_natural_gas,08-baja_california,6.468514123,0.0,0.0696,0.077,9.0,8.72,875.0,firm_project,g_i_noro,natural_gas,48-mexicali,4.43,0.968888889,2016.0,16024.8,3.05,910280.0,ccc_otr_01
ccc_otr_02,combined_cycle_natural_gas,04-noroeste,6.468514123,0.0,0.0696,0.077,112.0,108.53,876.0,firm_project,zzon_noro,natural_gas,03-obregon,4.43,0.969017857,2017.0,16024.8,3.05,910280.0,ccc_otr_02
ccc_otr_03,combined_cycle_natural_gas,06-noreste,5.92947128,0.0,0.0696,0.077,450.0,436.95,877.0,firm_project,gn_tamazu,natural_gas,20-tamazunchale,2.72,0.971,2018.0,16024.8,3.05,910280.0,ccc_otr_03
ccc_01,combined_cycle_natural_gas,08-baja_california,5.839630806,0.0,0.0696,0.077,301.85,294.0,885.0,firm_project,g_i_jovibn,natural_gas,47-ensenada,3.02,0.973993705,2016.0,16024.8,3.05,910280.0,ccc_01
ccc_03,combined_cycle_natural_gas,06-noreste,5.570109384,0.0,0.0696,0.077,883.66,857.15,886.0,firm_project,g_ahnrr,natural_gas,16-monterrey,2.69,0.969999774,2018.0,16024.8,3.05,910280.0,ccc_03
ccc_06,combined_cycle_natural_gas,04-noroeste,5.92947128,0.0,0.0696,0.077,800.39,777.98,887.0,firm_project,zzon_noro,natural_gas,04-los_mochis,2.73,0.972001149,2019.0,16024.8,3.05,910280.0,ccc_06
ccc_02,combined_cycle_natural_gas,05-norte,5.749790332,0.0,0.0696,0.077,931.86,906.7,888.0,firm_project,zzon_nort,natural_gas,07-juarez,2.96,0.973000236,2017.0,16024.8,3.05,910280.0,ccc_02
ccc_04,combined_cycle_natural_gas,04-noroeste,6.198992701,0.0,0.0696,0.077,684.36,665.88,889.0,firm_project,zzon_noro,natural_gas,04-los_mochis,2.96,0.972996668,2019.0,16024.8,3.05,910280.0,ccc_04
ccc_pp_01,combined_cycle_natural_gas,04-noroeste,6.468514123,0.0,0.0696,0.077,29.94,29.01,890.0,firm_project,zzon_noro,natural_gas,01-hermosillo,4.43,0.968937876,2017.0,16024.8,3.05,910280.0,ccc_pp_01
cce_cog_10,cogen_natural_gas,02-oriental,6.198992701,0.0,0.0696,0.077,261.276,254.48,892.0,firm_project,g_tuxpoz,natural_gas,38-tabasco,3.02,0.973989192,2017.0,17427.4,3.08,1009728.5,cce_cog_10
cce_cog_01,cogen_natural_gas,03-occidental,9.253568815,0.0,0.1123,0.074,2.7,2.47,893.0,firm_project,g_sauzqro,natural_gas,30-queretaro,3.16,0.914814815,2016.0,17427.4,3.08,1009728.5,cce_cog_01
cce_cog_02,cogen_natural_gas,02-oriental,6.468514123,0.0,0.0696,0.077,170.0,164.73,894.0,firm_project,g_slorp,natural_gas,37-coatzacoalcos,4.43,0.969,2016.0,17427.4,3.08,1009728.5,cce_cog_02
cce_cog_03,cogen_natural_gas,02-oriental,6.468514123,0.0,0.0696,0.077,144.95,140.46,895.0,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos,4.43,0.969023801,2016.0,17427.4,3.08,1009728.5,cce_cog_03
cce_cog_04,cogen_natural_gas,06-noreste,6.468514123,0.0,0.0696,0.077,60.1,58.24,896.0,firm_project,g_ahnrr,natural_gas,17-saltillo,4.43,0.969051581,2016.0,17427.4,3.08,1009728.5,cce_cog_04
cce_cog_05,cogen_natural_gas,06-noreste,9.253568815,0.0,0.1123,0.074,0.857,0.78,897.0,firm_project,g_ahnrr,natural_gas,17-saltillo,3.16,0.910151692,2016.0,17427.4,3.08,1009728.5,cce_cog_05
cce_cog_06,cogen_natural_gas,01-central,8.624685497,0.0,0.0922,0.055,41.8,40.76,898.0,firm_project,g_slorp,natural_gas,31-central,3.19,0.975119617,2016.0,17427.4,3.08,1009728.5,cce_cog_06
cce_cog_12,cogen_natural_gas,06-noreste,6.019311753,0.0,0.0696,0.077,380.0,368.6,899.0,firm_project,g_ahnrr,natural_gas,16-monterrey,2.73,0.97,2020.0,17427.4,3.08,1009728.5,cce_cog_12
cce_cog_13,cogen_natural_gas,02-oriental,6.198992701,0.0,0.0696,0.077,515.0,501.1,900.0,firm_project,g_tuxpoz,natural_gas,36-temascal,2.96,0.973009709,2020.0,17427.4,3.08,1009728.5,cce_cog_13
cce_cog_14,cogen_natural_gas,01-central,6.198992701,0.0,0.0696,0.077,638.0,620.77,901.0,firm_project,g_central,natural_gas,31-central,2.96,0.97299373,2020.0,17427.4,3.08,1009728.5,cce_cog_14
cce_cog_08,cogen_natural_gas,02-oriental,8.624685497,0.0,0.0922,0.055,64.0,62.4,902.0,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos,3.19,0.975,2016.0,17427.4,3.08,1009728.5,cce_cog_08
cce_cog_09,cogen_natural_gas,04-noroeste,6.468514123,0.0,0.0696,0.077,30.0,29.07,903.0,firm_project,zzon_noro,natural_gas,02-cananea,4.43,0.969,2016.0,17427.4,3.08,1009728.5,cce_cog_09
cce_gen_01,cogen_natural_gas,02-oriental,6.198992701,0.0,0.0696,0.077,680.0,661.64,948.0,firm_project,g_tuxpoz,natural_gas,38-tabasco,2.96,0.973,2017.0,17427.4,3.08,1009728.5,cce_gen_01
